BASIC,pack_current,pack_inst_voltage,pack_soc,relay_state,checksum,BMS_TEMP,pack_dcl,pack_ccl,BMS_high_temp,BMS_low_temp,checksum,STRINGS,high_cell_voltage,high_cell_voltage_id,low_cell_voltage,low_cell_voltage_id,checksum,BATTERY_TEMP,cell_high_temp,high_thermistor_id,cell_low_temp,low_thermistor_id,avg_temp,internal_temp,checksum,HEALTH,pack_health,adaptive_total_capacity,input_supply_voltage,checksum,CELL,cell_id,instant_voltage,internal_resistance,open_voltage,checksum,timestamp
BASIC,-7.5,86.4,2.0,46312,109,BMS_TEMP,72,24,43,20,88,STRINGS,3.7693,7,3.6735,11,61440,BATTERY_TEMP,43,4,20,127,37,40,3840,HEALTH,100,0,12.6,27469,CELL,8,3.7641,481,3.7275,0,2026-04-02 11:54:30.562463
BASIC,-7.5,86.4,2.0,46312,109,BMS_TEMP,72,24,43,20,88,STRINGS,3.7693,7,3.6733,11,60928,BATTERY_TEMP,43,4,20,127,37,40,3840,HEALTH,100,0,12.6,27469,CELL,11,3.7666,481,3.7301,0,2026-04-02 11:54:31.566420
BASIC,-7.5,86.4,2.0,46312,109,BMS_TEMP,72,24,43,20,88,STRINGS,3.7694,7,3.6736,11,61952,BATTERY_TEMP,43,4,20,127,37,40,3840,HEALTH,100,0,12.6,27469,CELL,19,3.7668,481,3.7304,0,2026-04-02 11:54:31.980459
BASIC,-7.5,86.5,2.0,46312,110,BMS_TEMP,72,24,43,20,88,STRINGS,3.7693,7,3.6736,11,61696,BATTERY_TEMP,43,4,20,127,37,40,3840,HEALTH,100,0,12.6,27469,CELL,8,3.764,481,3.7276,0,2026-04-02 11:54:32.708991
BASIC,-7.5,86.5,2.0,46312,110,BMS_TEMP,72,24,43,20,88,STRINGS,3.7694,7,3.6735,11,61696,BATTERY_TEMP,43,4,20,127,37,40,3840,HEALTH,100,0,12.6,27469,CELL,5,3.765,481,3.7285,0,2026-04-02 11:54:32.918474
BASIC,-7.5,86.5,2.0,46312,110,BMS_TEMP,72,24,43,20,88,STRINGS,3.7694,7,3.6736,11,61952,BATTERY_TEMP,43,4,20,127,37,40,3840,HEALTH,100,0,12.6,27469,CELL,11,3.7668,481,3.7301,0,2026-04-02 11:54:33.228055
BASIC,-7.6000000000000005,86.5,2.0,46312,109,BMS_TEMP,72,24,43,20,88,STRINGS,3.7694,7,3.6736,11,61952,BATTERY_TEMP,43,4,20,127,37,40,3840,HEALTH,100,0,12.6,27469,CELL,20,3.7679,481,3.7314,0,2026-04-02 11:54:33.371071
BASIC,-7.5,86.5,2.0,46312,110,BMS_TEMP,72,24,43,20,88,STRINGS,3.7693,7,3.6737,11,61952,BATTERY_TEMP,43,4,20,127,37,40,3840,HEALTH,100,0,12.6,27212,CELL,1,3.7594,481,3.7228,0,2026-04-02 11:54:33.644005
BASIC,-7.5,86.5,2.0,46312,110,BMS_TEMP,72,24,43,20,88,STRINGS,3.7695,7,3.6737,11,62464,BATTERY_TEMP,43,4,20,127,37,40,3840,HEALTH,100,0,12.6,27469,CELL,10,3.6737,481,3.6373,0,2026-04-02 11:54:33.956660
BASIC,-7.5,86.5,2.0,46312,110,BMS_TEMP,72,24,43,20,88,STRINGS,3.7694,7,3.6737,11,62208,BATTERY_TEMP,43,4,20,127,37,40,3840,HEALTH,100,0,12.6,27469,CELL,18,3.766,481,3.7295,0,2026-04-02 11:54:34.098477
BASIC,-7.6000000000000005,86.5,2.0,46312,109,BMS_TEMP,72,24,43,20,88,STRINGS,3.7694,7,3.6737,11,62208,BATTERY_TEMP,43,4,20,127,37,40,3840,HEALTH,100,0,12.6,27469,CELL,21,3.7665,481,3.7299,0,2026-04-02 11:54:34.241605
BASIC,-7.6000000000000005,86.5,2.0,46312,109,BMS_TEMP,72,24,43,20,88,STRINGS,3.7695,7,3.6737,11,62464,BATTERY_TEMP,43,4,20,127,37,40,3840,HEALTH,100,0,12.6,27469,CELL,21,3.7664,481,3.73,0,2026-04-02 11:54:34.383984
BASIC,-7.6000000000000005,86.5,2.0,46312,109,BMS_TEMP,72,24,43,20,88,STRINGS,3.7694,7,3.6737,11,62208,BATTERY_TEMP,43,4,20,127,37,40,3840,HEALTH,100,0,12.6,27469,CELL,7,3.7655,481,3.729,0,2026-04-02 11:54:34.527571
BASIC,-7.6000000000000005,86.5,2.0,46312,109,BMS_TEMP,72,24,43,20,88,STRINGS,3.7695,7,3.6738,11,62720,BATTERY_TEMP,43,4,20,127,37,40,3840,HEALTH,100,0,12.6,27469,CELL,10,3.6736,481,3.6371,0,2026-04-02 11:54:34.891867
BASIC,-7.6000000000000005,86.5,2.0,46312,109,BMS_TEMP,72,24,43,20,88,STRINGS,3.7696,7,3.6738,11,62976,BATTERY_TEMP,43,4,20,127,37,40,3840,HEALTH,100,0,12.6,27469,CELL,22,3.7658,481,3.7291,0,2026-04-02 11:54:35.205473
BASIC,-7.6000000000000005,86.5,2.0,46312,109,BMS_TEMP,72,24,43,20,88,STRINGS,3.7696,7,3.6736,11,62464,BATTERY_TEMP,43,4,20,127,37,40,3840,HEALTH,100,0,12.6,27469,CELL,9,3.7642,481,3.7276,0,2026-04-02 11:54:35.412258
BASIC,-7.6000000000000005,86.5,2.0,46312,109,BMS_TEMP,72,24,43,20,88,STRINGS,3.7695,7,3.6737,11,62464,BATTERY_TEMP,43,4,20,127,37,40,3840,HEALTH,100,0,12.6,27469,CELL,15,3.7681,481,3.7316,0,2026-04-02 11:54:35.556493
BASIC,-7.6000000000000005,86.5,2.0,46312,109,BMS_TEMP,72,24,43,20,88,STRINGS,3.7695,7,3.6739,11,62976,BATTERY_TEMP,43,4,20,127,37,40,3840,HEALTH,100,0,12.6,27469,CELL,18,3.766,481,3.7295,0,2026-04-02 11:54:36.246527
BASIC,-7.6000000000000005,86.5,2.0,46312,109,BMS_TEMP,72,24,43,20,88,STRINGS,3.7697,7,3.6738,11,63232,BATTERY_TEMP,43,4,20,127,37,40,3840,HEALTH,100,0,12.6,27469,CELL,16,3.7679,481,3.7312,0,2026-04-02 11:54:36.453084
BASIC,-7.6000000000000005,86.5,2.0,46312,109,BMS_TEMP,72,24,43,20,88,STRINGS,3.7697,7,3.6738,11,63232,BATTERY_TEMP,43,4,20,127,37,40,3840,HEALTH,100,0,12.6,27469,CELL,22,3.7658,481,3.7291,0,2026-04-02 11:54:36.594792
BASIC,-7.6000000000000005,86.5,2.0,46312,109,BMS_TEMP,72,24,43,20,88,STRINGS,3.7697,7,3.6737,11,62976,BATTERY_TEMP,43,4,20,127,37,40,3840,HEALTH,100,0,12.6,27212,CELL,1,3.7596,481,3.7229,0,2026-04-02 11:54:36.737723
BASIC,-7.6000000000000005,86.5,2.0,46312,109,BMS_TEMP,72,24,43,20,88,STRINGS,3.7696,7,3.6737,11,62720,BATTERY_TEMP,43,4,20,127,37,40,3840,HEALTH,100,0,12.6,27469,CELL,4,3.7618,481,3.7252,0,2026-04-02 11:54:36.880844
BASIC,-7.6000000000000005,86.5,2.0,46312,109,BMS_TEMP,72,24,43,20,88,STRINGS,3.7696,7,3.6739,11,63232,BATTERY_TEMP,43,4,20,127,37,40,3840,HEALTH,100,0,12.6,27469,CELL,7,3.7657,481,3.729,0,2026-04-02 11:54:37.023255
BASIC,-7.6000000000000005,86.5,2.0,46312,109,BMS_TEMP,72,24,43,20,88,STRINGS,3.7697,7,3.674,11,63744,BATTERY_TEMP,43,4,20,127,37,40,3840,HEALTH,100,0,12.6,27212,CELL,14,3.7674,481,3.7306,0,2026-04-02 11:54:37.180079
BASIC,-7.6000000000000005,86.5,2.0,46312,109,BMS_TEMP,72,24,43,20,88,STRINGS,3.7697,7,3.6739,11,63488,BATTERY_TEMP,43,4,20,127,37,40,3840,HEALTH,100,0,12.6,27212,CELL,19,3.7671,481,3.7304,0,2026-04-02 11:54:37.700541
BASIC,-7.6000000000000005,86.5,2.0,46312,109,BMS_TEMP,72,24,43,20,88,STRINGS,3.7697,7,3.6739,11,63488,BATTERY_TEMP,43,4,20,127,37,40,3840,HEALTH,100,0,12.6,27469,CELL,12,3.7659,481,3.7291,0,2026-04-02 11:54:38.741738
BASIC,-7.5,86.5,2.0,46312,110,BMS_TEMP,72,24,43,20,88,STRINGS,3.7697,7,3.674,11,63744,BATTERY_TEMP,43,4,20,127,37,40,3840,HEALTH,100,0,12.6,27469,CELL,18,3.7663,481,3.7296,0,2026-04-02 11:54:39.364469
BASIC,-7.5,86.5,2.0,46312,110,BMS_TEMP,72,24,43,20,88,STRINGS,3.7695,7,3.6738,11,62720,BATTERY_TEMP,43,4,20,127,37,40,3840,HEALTH,100,0,12.6,27469,CELL,13,3.7664,481,3.7303,0,2026-04-02 11:54:39.507779
BASIC,-7.5,86.5,2.0,46312,110,BMS_TEMP,72,24,43,20,88,STRINGS,3.7695,7,3.6738,11,62720,BATTERY_TEMP,43,4,20,127,37,40,3840,HEALTH,100,0,12.6,27212,CELL,16,3.7679,481,3.7319,0,2026-04-02 11:54:39.677120
BASIC,-7.5,86.5,2.0,46312,110,BMS_TEMP,72,24,43,20,88,STRINGS,3.7696,7,3.6738,11,62976,BATTERY_TEMP,43,4,20,127,37,40,3840,HEALTH,100,0,12.6,27469,CELL,22,3.7658,481,3.7297,0,2026-04-02 11:54:39.822037
BASIC,-7.5,86.5,2.0,46312,110,BMS_TEMP,72,24,43,20,88,STRINGS,3.7695,7,3.6738,11,62720,BATTERY_TEMP,43,4,20,127,37,40,3840,HEALTH,100,0,12.6,27469,CELL,3,3.7665,481,3.7305,0,2026-04-02 11:54:39.964756
BASIC,-7.4,86.5,2.0,46312,111,BMS_TEMP,72,24,43,20,88,STRINGS,3.7695,7,3.6738,11,62720,BATTERY_TEMP,43,4,20,127,37,40,3840,HEALTH,100,0,12.6,27212,CELL,5,3.7652,481,3.7292,0,2026-04-02 11:54:40.197260
BASIC,-7.4,86.5,2.0,46312,111,BMS_TEMP,72,24,43,20,88,STRINGS,3.7694,7,3.6738,11,62464,BATTERY_TEMP,43,4,20,127,37,40,3840,HEALTH,100,0,12.6,27212,CELL,14,3.7674,481,3.7313,0,2026-04-02 11:54:40.508387
BASIC,-7.4,86.5,2.0,46312,111,BMS_TEMP,72,24,43,20,88,STRINGS,3.7694,7,3.6738,11,62464,BATTERY_TEMP,43,4,20,127,37,40,3840,HEALTH,100,0,12.6,27212,CELL,1,3.7595,481,3.7235,0,2026-04-02 11:54:40.923921
